0.0 0.0 
0.01	-9.0
0.10999999999999999	-9.0
1.1099999999999999	-9.0
11.109999999999998	-9.0
111.10999999999997	-9.0
1111.1099999999997	-9.0
3139.114799783264	-9.0
5713.512133475539	-9.0
8602.199254221163	-9.0
11746.333651674893	-9.0
15143.471202261931	-9.0
18807.579927990217	-9.0
22758.063787874897	-9.0
27016.97686816578	-9.0
31608.400511336382	-9.0
36558.38780139956	-9.0
41895.06222731011	-9.0
47648.76951917167	-9.0
53852.24758427567	-9.0
60540.8175379217	-9.0
67752.58753294208	-9.0
75528.67000430745	-9.0
83913.42448853744	-9.0
92954.7119021083	-9.0
102704.17192505448	-9.0
113217.52665365378	-9.0
124554.89969143257	-9.0
136781.16789910098	-9.0
149966.33883577093	-9.0
164185.95944482074	-9.0
179521.55030781092	-9.0
196061.08462946332	-9.0
213899.50837717057	-9.0
233139.27636296596	-9.0
253890.9734716236	-9.0
276273.9322769355	-9.0
300416.95632237033	-9.0
326459.0558880272	-9.0
354550.27708304464	-9.0
384852.5587801368	-9.0
417540.7033447011	-9.0
452803.38742404274	-9.0
490844.2731551259	-9.0
531883.1968813997	-9.0
576157.4688102942	-9.0
623923.2722404626	-9.0
675457.1472700884	-9.0
731057.6306221392	-9.0
791047.0127121365	-9.0
855773.2304528307	-9.0
925611.9271388131	-9.0
1.0009686628300857e6	-9.0
1.0822812808811052e6	-9.0
1.1700225338857328e6	-9.0
1.2647028666581358e6	-9.0
1.3668734105825922e6	-9.0
1.4771292377584025e6	-9.0
1.5961129048953603e6	-9.0
1.7245182596480083e6	-9.0
1.8630945089225082e6	-9.0
2.01265067302498e6	-9.0
2.1740604436422987e6	-9.0
2.3482672708804933e6	-9.0
2.536290023040826e6	-9.0
2.7392290099703046e6	-9.0
2.958272517234502e6	-9.0
3.19470390439882e6	-9.0
3.4499092048905287e6	-9.0
3.7253854150960697e6	-9.0
4.0227493697697916e6	-9.0
4.343747370950643e6	-9.0
4.690265593244748e6	-9.0
5.064341448624208e6	-9.0
5.468175451429605e6	-9.0
5.90414478383477e6	-9.0
6.37481712046432e6	-9.0
6.882966211909249e6	-9.0
7.431588326637681e6	-9.0
8.023920398396682e6	-9.0
8.663459045270672e6	-9.0
9.353982002200754e6	-9.0
1.0099570135746641e7	-9.0
1.0904632577115722e7	-9.0
1.1773932653533436e7	-9.0
1.271261701574811e7	-9.0
1.3726245921238165e7	-9.0
1.4820827422792874e7	-9.0
1.6002852597022476e7	-9.0
1.7279335572505128e7	-9.0
1.8657854814461283e7	-9.0
2.0146599581108928e7	-9.0
2.1754418494884063e7	-9.0
2.3490874156775534e7	-9.0
2.536629945288419e7	-9.0
2.7391860218441863e7	-9.0
2.957962364984752e7	-9.0
3.1942629939156476e7	-9.0
3.449497255887023e7	-9.0
3.72518822437688e7	-9.0
4.022981925558386e7	-9.0
4.344657398321354e7	-9.0
4.692137436482756e7	-9.0
5.067500249901951e7	-9.0
5.4729920098780006e7	-9.0
5.9110405365375616e7	-9.0
6.384270197652889e7	-9.0
6.895517411945358e7	-9.0
7.447848286338857e7	-9.0
8.044577355270837e7	-9.0
8.689287193925227e7	-9.0
9.385850897080363e7	-9.0
1.0138455174341966e8	-9.0
1.0951626196103476e8	-9.0
1.1830256959317224e8	-9.0
1.2779637566521887e8	-9.0
1.380548679881797e8	-9.0
1.4913987532286623e8	-9.0
1.6111824652472815e8	-9.0
1.7406225581529766e8	-9.0
1.880500478112985e8	-9.0
2.0316611022725388e8	-9.0
2.1950180306884032e8	-9.0
2.3715590390759504e8	-9.0
2.5623522486431396e8	-9.0
2.768552643170161e8	-9.0
2.991409087610637e8	-9.0
3.232272111958087e8	-9.0
3.4926021433720565e8	-9.0
3.7739785015298474e8	-9.0
4.0781091135370636e8	-9.0
4.4068409461576e8	-9.0
4.762171554389035e8	-9.0
5.146261144287512e8	-9.0
5.561446142244877e8	-9.0
6.010253427303128e8	-9.0
6.495415940764499e8	-9.0
7.01988971460369e8	-9.0
7.586871712680144e8	-9.0
8.199820180367863e8	-9.0
8.862475383636937e8	-9.0
9.5788833829622e8	-9.0
1.0344027461335757e9	-9.0
1.1170579894957428e9	-9.0
1.2017357792581937e9	-9.0
1.2890245891813009e9	-9.0
1.3780387647006276e9	-9.0
1.468211158451649e9	-9.0
1.5591919733352098e9	-9.0
1.6507804527873077e9	-9.0
1.7427835343989341e9	-9.0
1.8338683001714077e9	-9.0
1.9249635642704887e9	-9.0
2.0165782656256893e9	-9.0
2.108849870531608e9	-9.0
2.2016555478927364e9	-9.0
2.293198715700309e9	-9.0
2.385314523827013e9	-9.0
2.4776928789593716e9	-9.0
2.569041363562048e9	-9.0
2.65905725111786e9	-9.0
2.7483602383312097e9	-9.0
2.8376111968476033e9	-9.0
2.9284184882433214e9	-9.0
3.0185115860979185e9	-9.0
3.1082434359420557e9	-9.0
3.198829263678905e9	-9.0
3.2890758695125475e9	-9.0
3.3804434993064556e9	-9.0
3.472427365645262e9	-9.0
3.5649634435857596e9	-9.0
3.6577019563640513e9	-9.0
3.749399631669716e9	-9.0
3.839666780474969e9	-9.0
3.9330182077637677e9	-9.0
4.02660192350056e9	-9.0
4.1189098996790996e9	-9.0
4.2095400074493036e9	-9.0
4.29978227131284e9	-9.0
4.389765507523125e9	-9.0
4.481163985481425e9	-9.0
4.571444477146973e9	-9.0
4.6609068415704775e9	-9.0
4.749549906190021e9	-9.0
4.837772174621975e9	-9.0
4.927709634801537e9	-9.0
5.019152319371747e9	-9.0
5.109438137945548e9	-9.0
5.199472215046549e9	-9.0
5.288586890923912e9	-9.0
5.378818011278043e9	-9.0
5.4705844632819395e9	-9.0
5.561662746205556e9	-9.0
5.654468677218855e9	-9.0
5.74791726999873e9	-9.0
5.839469640705523e9	-9.0
5.930367032538302e9	-9.0
6.022463495049104e9	-9.0
6.115088483781273e9	-9.0
6.208535543457362e9	-9.0
6.30202548859298e9	-9.0
6.395809583416706e9	-9.0
6.488270523396458e9	-9.0
6.581123204274765e9	-9.0
6.673416025032433e9	-9.0
6.766690431332765e9	-9.0
6.858356171591223e9	-9.0
6.9487427723176e9	-9.0
7.038039733413528e9	-9.0
7.126987899399941e9	-9.0
7.217213085974738e9	-9.0
7.307093489449839e9	-9.0
7.397874793920221e9	-9.0
7.487770327739563e9	-9.0
7.577011698340256e9	-9.0
7.665646120887945e9	-9.0
7.756301187349135e9	-9.0
7.847710257235525e9	-9.0
7.938531817660787e9	-9.0
8.029407116074255e9	-9.0
8.120969930380799e9	-9.0
8.215553893002623e9	-9.0
8.31002136910316e9	-9.0
8.40420628427172e9	-9.0
8.498645848616377e9	-9.0
8.590850104082796e9	-9.0
8.683877787001404e9	-9.0
8.774994217819452e9	-9.0
8.867453688233545e9	-9.0
8.958220784190895e9	-9.0
9.048223519881989e9	-9.0
9.139812200958776e9	-9.0
9.231959465111061e9	-9.0
9.323816178726597e9	-9.0
9.416519710827166e9	-9.0
9.4670778e9	-9.0
